NAME	CMC	END	LYM	SMC	MAC	RBC	ADI
EPHA7	683.9999999999998	5.5	1.0	2.0	1.0	1.0	11.0
ERBB4	1314.0000000000002	2.0	1.0	3.5	1.0	1.0	17.5
ERG	38.999999999999986	4656.500000000002	2.0	2.0	4.0	1.0	9.999999999999998
ESAM	33.0	3826.000000000001	35.99999999999999	4.5	8.999999999999998	1.0	5.000000000000001
ESM1	8.999999999999998	4279.000000000002	3.0	153.99999999999994	1.0	1.0	5.000000000000001
ESRP1	215.00000000000003	1.0	2.0	1.0	2.0	1.0	3.0
F13A1	1.0	2.0	8.999999999999998	1.0	1321.5000000000005	8.999999999999998	1.0
FABP4	2.0	182.0	1.0	5.0	97.99999999999996	1.0	193882.50000000006
FAM124B	2.0	1248.0000000000002	8.999999999999998	2.0	18.999999999999996	1.0	1.0
FAM159A	3.0	1.0	236.50000000000003	1.0	3.0	1.0	4.0
FAM189A2	559.9999999999997	117.99999999999997	1.0	2.0	2.0	1.0	13.0
FAM30A	1.0	2.0	209.00000000000009	1.0	4.0	8.999999999999998	1.0
FAM46C	79.00000000000001	20.000000000000004	2217.9999999999995	111.99999999999999	35.99999999999999	750694.9999999986	74.99999999999999
FAM65B	228.00000000000009	2.0	8615.5	8.0	818.4999999999994	8.999999999999998	32.0
FAP	3.0	20.500000000000007	1.0	5160.500000000003	7.0	1.0	2305.5
FAT1	9316.000000000002	330.99999999999994	4.0	16901.000000000007	4.0	1937.999999999999	11143.500000000002
FBLIM1	1274.9999999999986	2949.000000000001	2.0	3620.0000000000014	17.499999999999996	1.0	1647.999999999999
FBLN1	1232.0000000000005	16.5	2.0	3072.500000000001	4.0	1.0	4043.500000000001
FBLN2	492.0	46.0	35.99999999999999	3868.500000000002	6.0	1.0	16961.000000000007
FBN1	1112.9999999999993	4735.5	30.999999999999993	89502.00000000004	25.00000000000001	25.00000000000001	34202.0
FCAR	1.0	1.0	5.000000000000001	1.0	445.49999999999994	1.0	1.0
FCER1G	3.0	9.999999999999998	111.99999999999997	6.5	15082.999999999996	8.999999999999998	8.0
FCGR1A	5.000000000000001	1.0	3.0	2.5	1718.4999999999993	1.0	8.0
FCGR1B	1.0	1.0	2.0	1.0	719.4999999999998	1.0	4.0
FCGR1CP	1.0	1.0	2.0	1.0	557.5	1.0	2.0
FCGR2A	5.000000000000001	7.5	111.5	5.000000000000001	11632.999999999996	82.0	24.0
FCGR2C	1.0	2.0	135.0	2.0	3200.9999999999995	33.99999999999999	8.0
FCGR3A	1.0	1.5	92.99999999999999	1.0	12250.000000000007	32.0	3.0
FCGR3B	1.0	1.0	25.999999999999993	1.0	3292.500000000002	25.00000000000001	1.0
FCHO2	511.0	737.0	95.0	508.0	1749.5	195934.00000000006	686.4999999999995
FCMR	6.0	2.0	5726.5	24.500000000000007	205.99999999999994	1.0	2.5
FCN1	1.0	2.0	44.5	1.0	7313.999999999998	32.0	46.0
FCRL3	1.0	2.0	948.5	1.0	6.0	1.0	1.0
FERMT2	3184.999999999998	2250.500000000001	8.999999999999998	5980.999999999997	26.999999999999993	1.0	14179.499999999996
FFAR2	1.0	2.0	5.000000000000001	1.0	853.4999999999997	8.999999999999998	3.0
FGD5	39.999999999999986	3274.500000000001	4.0	8.0	45.0	1.0	11.000000000000004
FGF5	37.00000000000001	41.50000000000001	1.0	1782.0000000000005	2.0	1.0	146.5
FGFR2	935.999999999999	2.0	4.0	1.0	3.0	1.0	32.0
FGL2	15.000000000000002	2.5	364.0	195.5	9693.999999999995	16.999999999999996	27.999999999999993
FGR	1.0	5.000000000000001	790.0000000000002	1.0	14440.499999999993	8.999999999999998	628.5000000000002
FIBIN	74.00000000000001	1.0	1.0	694.9999999999995	1.0	1.0	950.9999999999997
FKBP10	2579.0	3123.500000000002	6.0	19819.50000000002	5.000000000000001	1.0	7234.000000000002
